"WATERSHED_CODE","GAZETTED_NAME","ALIAS_NAME","WATERBODY_IDENTIFIER","REGION","ORDER_50","MAGNITUDE_50","WATERBODY_TYPE","RAB_WATERSHED_CODE","WATERBODY_ID","MAP_NUMBER","UTM_ZONE","UTM_EASTING","UTM_NORTHING","STREAM_LENGTH","LAKE_PERIMETER","LAKE_AREA","LAKE_ELEVATION"
"120-768100","DOMINIC LAKE","LAKE #87","00793THOM","Thompson",,,"Lake",,"29313","092I10","10","663541","5606149",,"3.3","37.5","1543"
"120-768100-58100","LEIGHTON LAKE","LAKE #187","00701THOM","Thompson",,,"Lake",,"29323","092I10","10","652787","5609935",,"4.4","46.7","1138"
"120-768100-58100","TUNKWA LAKE","LAKE 373","00715THOM","Thompson",,,"Lake",,"29324","092I10","10","651920","5609371",,"11.7","171.1","1143"
"120-768100-58100-73200-4880",,"LAKE OF THE WOODS, TUNKWA LAKE MARSHES","00867THOM","Thompson",,,"Lake",,"516300","092I10","10","655135","5602694",,"1","3.1","1227"
"120-772800","SABISTON LAKE","LAKE #302","00219THOM","Thompson",,,"Lake",,"29371","092I15","10","650455","5634931",,"2.7","23","1017"
"120-860500","DUFFY LAKE","LAKE #91","00607THOM","Thompson",,,"Lake",,"29425","092I10","10","661830","5614130",,"2.6","24","1187"
"120-860500-62300-73900",,"LAKE #1093","00589THOM","Thompson",,,"Lake",,"516320","092I10","10","660186","5614454",,".7","2.1","1303"
"120-862000",,"LAKE #1062;BIG MEADOW","00818THOM","Thompson",,,"Lake",,"29436","092I10","10","669341","5605681",,".8","2.8","1433"
"120-862000",,"LAKE #1609","00833THOM","Thompson",,,"Lake",,"29437","092I10","10","669324","5605009",,".6","2.4","1444"
"120-862000-10900","DAIRY LAKE","LAKE #77","00668THOM","Thompson",,,"Lake",,"29439","092I10","10","664201","5611224",,"3.2","25.2","1409"
"120-862000-91000","CHUWHELS LAKE","CHUWELS, LAKE #61","00800THOM","Thompson",,,"Lake",,"29502","092I10","10","670095","5606191",,"1.4","8.6","1387"
"120-907500",,"LAKE #355, TRANQUILLE LAKE","00019THOM","Thompson",,,"Lake",,"29515","092I15","10","672067","5649272",,".3",".5","1814"
"120-907500","TRANQUILLE LAKE","LAKE #359","00055THOM","Thompson",,,"Lake",,"29514","092I15","10","669878","5645731",,"4.1","52.7","1411"
"120-907500-12900","LAC DU BOIS","LAKE #183","00262THOM","Thompson",,,"Lake",,"29520","092I16","10","678640","5630566",,"3.5","31.2","878"
"120-907500-21600-12100","ANDRUS LAKE","LAKE #11","00167THOM","Thompson",,,"Lake",,"29538","092I15","10","668317","5639746",,"1.7","14.1","1505"
"120-907500-21600-12100","SYDNEY LAKE","LAKE #345","00184THOM","Thompson",,,"Lake",,"29537","092I15","10","668754","5639204",,"1.4","12.5","1506"
"120-907500-21600-12100-6830","DYNES LAKE","LAKE #94","00162THOM","Thompson",,,"Lake",,"29540","092I15","10","668710","5640689",,".6","2.8","1508"
"120-907500-21600-12100-9690","SALSTRUM LAKE","LAKE #304","00166THOM","Thompson",,,"Lake",,"29543","092I15","10","667830","5640161",,"1","5","1509"
"120-907500-21600-29200","PASS LAKE","LAKE #259","00218THOM","Thompson",,,"Lake",,"29545","092I16","10","677320","5635581",,"2.6","31.4","961"
"120-907500-21600-29200-3390",,"LAKE #1617","00220THOM","Thompson",,,"Lake",,"333157",,"10","676512","5635453",,".5","1.5","995"
"120-907500-21600-83200","CARLO LAKE","LAKE #57","00008THOM","Thompson",,,"Lake",,"516347",,"10","674290","5649698",,"1.2","4.7","1809"
"120-907500-68800-31900",,"LAKE #469","00070THOM","Thompson",,,"Lake",,"29589","092I15","10","666503","5644412",,".9","2.9","1534"
"120-907500-68800-79000","HORACE LAKE","LAKE #144","00104THOM","Thompson",,,"Lake",,"29591","092I15","10","668403","5643310",,"1","6.1","1554"
"120-907500-86500",,"LAKE #1139","00086THOM","Thompson",,,"Lake",,"29596","092I15","10","669197","5643907",,"1.3","6.4","1552"
"128","LITTLE SHUSWAP LAKE","LAKE #688","00003STHM","Thompson",,,"Lake",,"29660","082L13","11","309760","5634124",,"21.2","1753.3","347"
"128","SHUSWAP LAKE","ANSTEY ARM, LAKE #4135, SALMON ARM, SEYMOUR ARM","00672SHUL","Thompson",,,"Lake",,"29661","082L13","11","319915","5639764",,"341.8","30511.9","347"
"128-009700","JACKO LAKE","LAKE #165","00246STHM","Thompson",,,"Lake",,"29663","092I09","10","682903","5609505",,"2.7","32.7","891"
"128-009700-34600","EDITH LAKE","LAKE #98","00421STHM","Thompson",,,"Lake",,"29710","092I09","10","687561","5605899",,"3.7","24.6","1025"
"128-091000","SCHEIDAM LAKE","LAKE #991","00092STHM","Thompson",,,"Lake",,"29784","092I09","10","699722","5621379",,"1.8","7.6","589"
"128-123700","WALKER LAKE","LAKE #389","00497STHM","Thompson",,,"Lake",,"29803","092I09","10","696239","5603962",,"2.6","23.2","677"
"128-123700","SHUMWAY LAKE","CARDEW LAKE, LAKE #320","00557STHM","Thompson",,,"Lake",,"29804","092I09","10","694704","5602233",,"8.5","92","695"
"128-123700","TRAPP LAKE","LAKE #356","00812STHM","Thompson",,,"Lake",,"29805","092I08","10","694507","5596028",,"10.8","127.9","732"
"128-123700","NAPIER LAKE","LAKE # 237","01055STHM","Thompson",,,"Lake",,"29807","092I08","10","691579","5590362",,"7.5","53.2","732"
"128-123700-38400","CAMPBELL LAKE","LAKE #54","00440STHM","Thompson",,,"Lake",,"29828","092I09","10","704163","5603821",,"8.7","123.2","1051"
"128-123700-38400","SCUITTO LAKE","LAKE #311","00491STHM","Thompson",,,"Lake",,"29827","092I09","10","702263","5603088",,"6.4","84.1","1047"
"128-123700-38400-47900","MCGLASHAN LAKE","LAKE #216","00680STHM","Thompson",,,"Lake",,"29861","092I09","10","708136","5598518",,"2.3","17.5","1186"
"128-123700-56200","MCCONNELL LAKE","LAKE #215","00639STHM","Thompson",,,"Lake",,"29885","092I09","10","680409","5600241",,"3.1","30.5","1285"
"128-123700-73700","BLEEKER LAKE","LAKE #30, TOM CAMPBELL LAKE","00708STHM","Thompson",,,"Lake",,"29934","092I08","10","700126","5597642",,"5.1","42.2","1048"
"128-123700-73700","ERNEST LAKE","LAKE #103","00825STHM","Thompson",,,"Lake",,"29937","092I08","10","705241","5595808",,"2.5","23.2","1195"
"128-123700-73700-41000",,"LAKE #371, ROCHE 1, TULIP LAKE","00762STHM","Thompson",,,"Lake",,"29951","092I08","10","701347","5596931",,"1.4","9.6","1123"
"128-123700-73700-41000","ROCHE LAKE","LAKE #293","00763STHM","Thompson",,,"Lake",,"29952","092I08","10","702176","5596954",,"11.2","168.2","1145"
"128-123700-73700-41000",,"LAKE #297, ROCHE LAKE #2, ROSE LAKE","00776STHM","Thompson",,,"Lake",,"29950","092I08","10","700856","5596532",,"1","4.1","1118"
"128-123700-73700-41000","HORSESHOE LAKE","LAKE #146","00790STHM","Thompson",,,"Lake",,"688121","092I08","10","700686","5596431",,"2.7","18.4","1113"
"128-123700-73700-41000","JOHN FRANK LAKE","LAKE #168","00850STHM","Thompson",,,"Lake",,"29953","092I08","10","703062","5594909",,"3","26.1","1145"
"128-123700-73700-41000","BULMAN LAKE","LAKE #46","00933STHM","Thompson",,,"Lake",,"29954","092I08","10","703847","5593363",,"3.1","28.3","1193"
"128-123700-73700-41000-4000","FRISKEN LAKE","LAKE #116","00896STHM","Thompson",,,"Lake",,"29967","092I08","10","702330","5593703",,"2.7","31.8","1153"
"128-178500-72200","STEPHENS LAKES","BULL, LAKE #4401","00866STHM","Thompson",,,"Lake",,"30116","082L05","11","295821","5593934",,"1.9","7.7","1012"
"128-247300",,"LAKE #45, LAKE #72","00073STHM","Thompson",,,"Lake",,"30152","082L12","11","294104","5625471",,".6","2.8","1024"
"128-281700","HAGGEN LAKE","LAKE #4351","00063STHM","Thompson",,,"Lake",,"30161","082L12","11","310097","5624939",,"1","4.9","719"
"128-281700","HARPER LAKE","LAKE #4352","00072STHM","Thompson",,,"Lake",,"30160","082L12","11","307742","5623758",,"3.3","26.8","683"
"128-281700",,"LAKE #4353, LAKE 4353, LITTLE HARPER LAKE","00080STHM","Thompson",,,"Lake",,"30159","082L12","11","306530","5622999",,"1","5.4","683"
"128-307900","NISKONLITH LAKE","LAKE #243","00034STHM","Thompson",,,"Lake",,"30163","082L13","11","303663","5627228",,"12.8","385.2","518"
"128-307900-24800","MORRISEY LAKE","LAKE #232","00010STHM","Thompson",,,"Lake",,"30167","082L13","11","302017","5638357",,"2.6","19.7","1394"
"128-307900-24800-42755",,"LAKE #1318","00014STHM","Thompson",,,"Lake",,"688166","082L13","11","307529","5635671",,".9","5.4","804"
"128-371300-61200-60700","BRYDEN LAKE","LAKE #4370","00061STHM","Thompson",,,"Lake",,"30194","082L12","11","321164","5623908",,"1.6","7.3","1337"
"128-371300-61200-60700","PEMENT LAKE","LAKE #4369","00066STHM","Thompson",,,"Lake",,"30193","082L12","11","320565","5623419",,"1.6","11.5","1330"
"128-371300-69500","PILLAR LAKE","LAKE #4363","00229STHM","Thompson",,,"Lake",,"30200","082L12","11","312746","5608868",,"5.3","38.3","889"
"128-423900-81000-30400","PHILLIPS LAKE","LAKE #4268","00026STHM","Thompson",,,"Lake",,"30217","082L13","11","321309","5631299",,"2.8","27.9","592"
"128-453400","TUMTUM LAKE","LAKE #732","00085ADMS","Thompson",,,"Lake",,"30222","082M14","11","353951","5747016",,"11.7","366.7","663"
"128-453400-03900-30500","BANSHEE LAKE","LAKE #651","00856ADMS","Thompson",,,"Lake",,"30226","082L13","11","311054","5640243",,"1.4","13","634"
"128-453400-03900-41500","SKMANA LAKE","LAKE #719, SKMANA LAKES","00858ADMS","Thompson",,,"Lake",,"30228","082L13","11","308271","5639869",,"1.8","13","600"
"128-453400-13600","FOREST LAKE","LAKE #667","00795ADMS","Thompson",,,"Lake",,"30295","082M04","11","292988","5665530",,"3.1","22.2","596"
"128-453400-13600-45500","JOHNSON LAKE","LAKE #682","00782ADMS","Thompson",,,"Lake",,"30308","082M04","11","305391","5672521",,"11.5","263.7","1128"
"128-453400-13600-49600","LONG LAKE","LAKE 691","00764ADMS","Thompson",,,"Lake",,"30317","082M04","11","296969","5673986",,"1.5","9.6","1061"
"128-453400-13600-49600-5360-7740","SAUNDERS LAKE","LAKE 1322","00767ADMS","Thompson",,,"Lake",,"30327","082M04","11","299888","5673840",,"1.1","7","1087"
"128-453400-19900","NIKWIKWAIA LAKES","LAKE #703","00830ADMS","Thompson",,,"Lake",,"30363","082M04","11","315144","5659077",,"3.5","16.1","1864"
"128-453400-32500","MOMICH LAKE","LAKE #699","00727ADMS","Thompson",,,"Lake",,"30425","082M06","11","334372","5689382",,"8.8","205.8","457"
"128-453400-32500-09700-5050",,"LAKE #1384","00683ADMS","Thompson",,,"Lake",,"30430","082M06","11","337675","5692940",,"1.7","18.7","1588"
"128-453400-32500-49200-1470",,"LAKE #1383","00656ADMS","Thompson",,,"Lake",,"30444","082M06","11","342659","5695679",,".9","3.8","1741"
"128-453400-32500-49200-1710","STUKEMAPTEN LAKE","LAKE #724","00724ADMS","Thompson",,,"Lake",,"30450","082M06","11","344128","5689877",,"6.6","115","595"
"128-453400-32500-49200-4070-1340",,"LAKE #1391","00581ADMS","Thompson",,,"Lake",,"30467","082M06","11","347113","5698413",,"1","4.3","1595"
"128-453400-32500-49200-4070-5360",,"LAKE #1387","00447ADMS","Thompson",,,"Lake",,"30480","082M06","11","344901","5704896",,".9","5.7","1474"
"128-453400-32500-49200-4070-5360-618",,"LAKE #1388","00457ADMS","Thompson",,,"Lake",,"30483","082M06","11","345382","5704293",,"1.4","8.3","1488"
"128-453400-32500-49200-5930-3180",,"LAKE #1392","00416ADMS","Thompson",,,"Lake",,"30505","082M06","11","355516","5705750",,"1.3","6.5","1487"
"128-453400-34700",,"LAKE #1748","00640ADMS","Thompson",,,"Lake",,"30556","082M05","11","325067","5695961",,".9","1.9","1545"
"128-453400-35600","TSIKWUSTUM LAKE","LAKE #731","00519ADMS","Thompson",,,"Lake",,"30559","082M06","11","342562","5699466",,"11.7","121.7","1483"
"128-453400-35600-60800",,"LAKE #1389","00607ADMS","Thompson",,,"Lake",,"30565","082M06","11","340183","5697317",,".8","3.4","1518"
"128-453400-35600-60800-3720",,"LAKE #1390","00601ADMS","Thompson",,,"Lake",,"30567","082M06","11","341132","5697630",,".9","4.1","1554"
"128-453400-36200",,"LAKE #412","00394ADMS","Thompson",,,"Lake",,"30578","082M06","11","341796","5707106",,".6","2.1","1164"
"128-453400-36200",,"LAKE #411","00400ADMS","Thompson",,,"Lake",,"30577","082M06","11","341540","5706617",,".8","2.8","1145"
"128-453400-36200",,"LAKE #1386","00404ADMS","Thompson",,,"Lake",,"30576","082M06","11","341196","5706295",,"1.3","8.4","1140"
"128-453400-36200","GANNETT LAKE","LAKE #668","00444ADMS","Thompson",,,"Lake",,"30575","082M06","11","336546","5703770",,"6.4","70","1017"
"128-453400-36200","TELFER LAKE","LAKE #728","00499ADMS","Thompson",,,"Lake",,"30574","082M06","11","333983","5701629",,"4.5","44.7","991"
"128-453400-36200-71300",,"LAKE #410","00397ADMS","Thompson",,,"Lake",,"30587","082M06","11","340713","5706955",,".6","1.9","1165"
"128-453400-36200-71300",,"LAKE #409","00403ADMS","Thompson",,,"Lake",,"30586","082M06","11","340593","5706824",,".4",".9","1166"
"128-453400-36200-81800",,"LAKE #413","00478ADMS","Thompson",,,"Lake",,"30591","082M06","11","340885","5703413",,".9","3","1585"
"128-453400-37800-68800",,"LAKE #1747","00619ADMS","Thompson",,,"Lake",,"30606","082M05","11","324756","5697031",,".9","2.2","1545"
"128-453400-37800-82800",,"LAKE# 1344","00525ADMS","Thompson",,,"Lake",,"30608","082M05","11","323405","5701385",,".9","3.3","1355"
"128-453400-43000","GRAFFUNDER LAKES","BARTON LAKE, BIG GRAFFUNDER LAKE, GRAFUNDER LAKE, LAKE #652, SPRUCE LAKE","00271ADMS","Thompson",,,"Lake",,"30643","082M12","11","321724","5715448",,"3.6","16.5","1273"
"128-453400-50300","MICA LAKE","LAKE #697","00344ADMS","Thompson",,,"Lake",,"30682","082M11","11","339389","5711427",,"2.3","28.8","453"
"128-453400-51500","HARBOUR LAKE","LAKE #674","00323ADMS","Thompson",,,"Lake",,"30686","082M11","11","348065","5711402",,"4.8","49.8","848"
"128-453400-60300-03500-2610","DUDGEON LAKE","LAKE #664","00228ADMS","Thompson",,,"Lake",,"30744","082M11","11","351620","5718906",,"2.7","25.8","889"
"128-453400-84500",,"LAKE #1472","00043ADMS","Thompson",,,"Lake",,"30996","082M14","11","353779","5757541",,".8","2.8","1647"
"128-478700-30300-37900","PISIMA LAKE","LAKE #4125","00797SHUL","Thompson",,,"Lake",,"31120","082M03","11","326180","5668029",,"1.2","6.6","1035"
"128-698800","HUMAMILT LAKE","LAKE #4073","00550SHUL","Thompson",,,"Lake",,"31322","082M06","11","358874","5684661",,"29.8","438.2","577"
"128-703900","WRIGHT LAKE","LAKE #4141","00783SHUL","Thompson",,,"Lake",,"31687","082M02","11","362155","5669263",,"2.1","27.9","411"
"128-831400","GRIFFIN LAKE","LAKE #4320","00985SHUL","Thompson",,,"Lake",,"31858","082L15","11","393473","5647511",,"5","60","469"
"128-831400","VICTOR LAKE","LAKE #4340","00990SHUL","Thompson",,,"Lake",,"31861","082L16","11","401626","5645852",,"1.5","8.3","539"
"128-831400","THREE VALLEY LAKE","LAKE #4321","01002SHUL","Thompson",,,"Lake",,"31860","082L16","11","395816","5644372",,"7.4","145.8","503"
"128-831400",,"LAKE #4341;SUMMIT",,"Thompson",,,"Lake",,"333387","082L16",,,,,,,
"128-961700","WHITE LAKE","LAKE #4276","01041SHUL","Thompson",,,"Lake",,"34106","082L14","11","337965","5639038",,"13.6","561.1","471"
"128-963600-97700","SKIMIKIN LAKE","DRY LAKE, LAKE 4368","01095SHUL","Thompson",,,"Lake",,"34124","082L14","11","327578","5628634",,"1.7","10.8","547"
"128-963600-97700-38100","FLEMING LAKE","LAKE #4367","01099SHUL","Thompson",,,"Lake",,"34128","082L13","11","323470","5628361",,".6","1.7","581"
"128-994100-08300",,"LAKE #4381, NORTH KERNAGHAN LAKE","00149STHM","Thompson",,,"Lake",,"34144","082L11","11","325995","5611236",,".9","4.4","1647"
"128-994100-08300-31900-6150","WALLENSTEEN LAKE","LAKE #4380","00138STHM","Thompson",,,"Lake",,"34149","082L11","11","325848","5613619",,"1.3","9.2","1581"
"128-994100-17600","SPA LAKE","LAKE #4410","00348STHM","Thompson",,,"Lake",,"34160","082L11","11","326682","5603143",,"4.7","75.2","1524"
"128-994100-38900","SPANISH LAKE","LAKE #4445","00699STHM","Thompson",,,"Lake",,"34195","082L06","11","324696","5595558",,"1.2","8.5","943"
"128-994100-38900-93800","SILVERNAIL LAKE","LAKE #4413","00605STHM","Thompson",,,"Lake",,"34198","082L11","11","325264","5597869",,".6","2.1","1489"
"128-994100-40700-27000","ARTHUR LAKE","LAKE 4412","00451STHM","Thompson",,,"Lake",,"34202","082L11","11","324871","5601685",,"4.5","75.7","1523"
"128-994100-40700-27000","BOLEAN LAKE","LAKE #4411","00468STHM","Thompson",,,"Lake",,"34201","082L12","11","322142","5601734",,"4.2","70.6","1459"
"128-994100-40700-77000","MILLER LAKE","LAKE #4361","00145STHM","Thompson",,,"Lake",,"34225","082L12","11","310877","5612379",,"1.7","15.9","876"
"128-994100-40700-77000","UKULELE LAKE","LAKE #4362","00156STHM","Thompson",,,"Lake",,"34224","082L12","11","310687","5611675",,".6","2.3","897"
"128-994100-53400","MONTE LAKE","LAKE #4394","00604STHM","Thompson",,,"Lake",,"34254","082L05","11","298968","5596950",,"7.2","162.6","690"
"128-994100-67400-24900","WOODS LAKE","LAKE #4466","01121STHM","Thompson",,,"Lake",,"34281","082L05","11","301678","5584327",,"2.7","26.7","1156"
"128-994100-79500-25800",,"GREAVES LAKE, LAKE #2059, LAKE 2059","01250STHM","Thompson",,,"Lake",,"34363","092I08","10","711532","5576888",,"2","13.5",
"128-994100-81000","SALMON LAKE","LAKE #2500","01296STHM","Thompson",,,"Lake",,"34367","082L05","11","287053","5573511",,"8","115.3","929"
"128-994100-81000-71800-4130",,"LAKE #2057","01261STHM","Thompson",,,"Lake",,"34387","092I08","10","708110","5576971",,"1.7","8.4","1135"
"128-994100-83700-85900","JIMMY LAKE","JIMMIES LAKE, LAKE #4460","01189STHM","Thompson",,,"Lake",,"34423","082L05","11","298722","5580096",,"2.8","33.1","1292"
"129-008200","HYAS LAKE","LAKE #154","01585LNTH","Thompson",,,"Lake",,"34453","082L13","11","291343","5630645",,"4.4","50.3","1234"
"129-008200","PEMBERTON LAKE","LAKE #265","01630LNTH","Thompson",,,"Lake",,"34452","082L13","11","291167","5629421",,"1.3","7.3","1228"
"129-008200","PAUL LAKE","LAKE #261","01703LNTH","Thompson",,,"Lake",,"34449","092I09","10","700468","5624299",,"12.2","251.3","769"
"129-008200","PINANTAN LAKE","LAKE #270","01709LNTH","Thompson",,,"Lake",,"34450","092I09","10","709461","5623493",,"4.8","58.2","863"
"129-008200-45200","LOUIS LAKE","LAKE #203, LOUIE","01695LNTH","Thompson",,,"Lake",,"34480","092I16","10","702161","5626594",,"3","32.6","857"
"129-008200-90700","WARREN LAKE","LAKE #391","01635LNTH","Thompson",,,"Lake",,"34499","082L13","11","289970","5629392",,"1.8","13.5","1258"
"129-008200-91100",,"LAKE #1590","01658LNTH","Thompson",,,"Lake",,"333141",,"11","291238","5628956",,".7","1.9","1231"
"129-008200-99400","HADLOW LAKE","LAKE #131, LARGE","01584LNTH","Thompson",,,"Lake",,"34505","082L13","11","290256","5632231",,"1.1","7.2","1241"
"129-008200-99400",,"LAKE #1594","01590LNTH","Thompson",,,"Lake",,"34506","082L13","11","289525","5632018",,".8","2","1242"
"129-042800-54200","LONG LAKE","LAKE #201","01641LNTH","Thompson",,,"Lake",,"34539","092I16","10","682556","5629770",,"3.6","23.1","743"
"129-052400-61300","NOBLE LAKE","LAKE #246","01530LNTH","Thompson",,,"Lake",,"34560","092I16","10","684016","5637538",,"1.7","7.3","1070"
"129-052400-61900","ISOBEL LAKE","LAKE #163","01547LNTH","Thompson",,,"Lake",,"34563","092I16","10","682780","5635805",,"2.3","16.1","1005"
"129-070100","HEFFLEY LAKE","LAKE #138","01542LNTH","Thompson",,,"Lake",,"34576","092I16","10","704244","5636664",,"14.4","172","944"
"129-070100-12800-28500","LYONS LAKE","LAKE #205","01501LNTH","Thompson",,,"Lake",,"34582","092I16","10","697551","5641014",,"5.4","53.6","688"
"129-070100-29500-72300","DEVICK LAKE","LAKE #83","01494LNTH","Thompson",,,"Lake",,"34593","092I16","10","704996","5643339",,"1.5","12.4","1377"
"129-070100-29500-72300-1580","COMMUNITY LAKE","LAKE #65","01474LNTH","Thompson",,,"Lake",,"34595","092I16","10","705386","5645559",,"4.4","36","1372"
"129-076700","REA LAKE","LAKE #285","01301LNTH","Thompson",,,"Lake",,"34614","092P01","10","679962","5658987",,".6","1.8","1680"
"129-076700-32000","WENTWORTH LAKE","LAKE #393","01390LNTH","Thompson",,,"Lake",,"34625","092I16","10","678442","5651208",,"1.7","6.9","1742"
"129-076700-32000-48300",,"LAKE #1698, LAKE 1698","01335LNTH","Thompson",,,"Lake",,"34630","092P01","10","679283","5655355",,".3",".4","1728"
"129-076700-32000-82800","ALEXANDER LAKE","LAKE #6","01397LNTH","Thompson",,,"Lake",,"536982","092I15","10","675209","5651269",,"1.8","10.6","1830"
"129-076700-32000-82800-2950-7785",,"FRYING PAN LAKE, LAKE #471","01452LNTH","Thompson",,,"Lake",,"536983","092I16","10","677010","5648082",,"1.5","10.8","1743"
"129-076700-32000-96300","BROWN LAKE","LAKE #42","01378LNTH","Thompson",,,"Lake",,"34641","092I16","10","678830","5651760",,"1.2","8.3","1748"
"129-076700-32000-96900","RICHARDSON LAKE","LAKE #289","01393LNTH","Thompson",,,"Lake",,"34644","092I16","10","677140","5651288",,"1.3","11.6","1774"
"129-076700-43400-79700","STUART LAKE","LAKE #341","01333LNTH","Thompson",,,"Lake",,"34650","092P01","10","690316","5655353",,"1.1","5.4","1124"
"129-076700-48300","BOB LAKE","LAKE #32","01330LNTH","Thompson",,,"Lake",,"34652","092P01","10","679999","5656041",,".5","1.5","1745"
"129-076700-48300-09500-4083",,"LAKE #196, LAKE 196","01320LNTH",,,,"Lake",,"1275229",,"10","685664","5656797",,,,
"129-076700-89900","MEIGHAN LAKES","LAKE #222","01306LNTH","Thompson",,,"Lake",,"34668","092P01","10","681540","5658678",,".8","3.5","1697"
"129-076700-89900","MEIGHAN LAKES","LAKE #220","01310LNTH","Thompson",,,"Lake",,"34669","092P01","10","681324","5658202",,".2",".3","1698"
"129-095100","SULLIVAN LAKE","KNOUFF LAKE, LAKE #343","01409LNTH","Thompson",,,"Lake",,"34673","092I16","10","702175","5648996",,"7.1","86.7","1149"
"129-140100","WHITEWOOD LAKE","LAKE #950","01272LNTH","Thompson",,,"Lake",,"34695","092P01","10","686178","5663828",,"2.5","14.5","1337"
"129-140100-57600",,"LAKE #245","01278LNTH","Thompson",,,"Lake",,"34698","092P01","10","687193","5663235",,".7","2.8","1315"
"129-148500-31400",,"LAKE #999, LOST LAKE","01240LNTH","Thompson",,,"Lake",,"34706","092P01","10","680938","5667325",,"1","2.9","1473"
"129-148500-31400","WINDY LAKE","LAKE #952","01256LNTH","Thompson",,,"Lake",,"34708","092P01","10","679799","5666479",,"3.8","29.2","1507"
"129-148500-31400-14000",,"LAKE #192","01203LNTH","Thompson",,,"Lake",,"370075",,"10","691156","5670358",,".5",".9","1220"
"129-148500-31400-14000",,"LAKE #191","01207LNTH","Thompson",,,"Lake",,"333158",,"10","691365","5670047",,"1","3","1193"
"129-148500-31400-27800-7660","BLACK LAKE","LAKE #754","01252LNTH","Thompson",,,"Lake",,"34714","092P01","10","688364","5666507",,".6","2.4","1282"
"129-148500-31400-38000","PARKY LAKE","LAKE #884","01208LNTH","Thompson",,,"Lake",,"34716","092P01","10","686590","5670016",,"1.1","6.9","1348"
"129-148500-31400-61100",,"LAKE #1227","01176LNTH","Thompson",,,"Lake",,"34720","092P01","10","682986","5671760",,"1.8","9.6","1487"
"129-148500-31400-67700","CANNINE LAKE","LAKE #767","01226LNTH","Thompson",,,"Lake",,"34724","092P01","10","682771","5668708",,"1.4","7.1","1415"
"129-148500-31400-72000",,"LAKE #208","01245LNTH","Thompson",,,"Lake",,"370077",,"10","684037","5666633",,".8","4.4","1484"
"129-148500-31400-89700-4710",,"LAKE #186","01268LNTH","Thompson",,,"Lake",,"333159",,"10","679816","5664757",,".6","2","1571"
"129-148500-66100",,"LAKE #1225","01135LNTH","Thompson",,,"Lake",,"333126",,"10","691896","5674959",,"1.2","5.5","1149"
"129-155300","BADGER LAKE","BIG BADGER LAKE, LAKE #752","01305LNTH","Thompson",,,"Lake",,"34743","092P01","10","700634","5658738",,"5.4","53.2","1091"
"129-175200","EILEEN LAKE","LAKE #803","01598LNTH","Thompson",,,"Lake",,"34757","082L13","11","294580","5631167",,"1.4","7","889"
"129-175200",,"LAKE #357","01606LNTH","Thompson",,,"Lake",,"34758","082L13","11","295044","5630336",,".3",".5","892"
"129-175200",,"LAKE #47","01661LNTH","Thompson",,,"Lake",,"34759","082L13","11","295008","5628505",,".4","1.1","1102"
"129-175200-76800","MCGILLIVRAY LAKE","LAKE #862","01522LNTH","Thompson",,,"Lake",,"34827","082L13","11","299905","5637434",,"7.9","85.4","1399"
"129-190100","NORTH BARRIERE LAKE","LAKE #881","00901LNTH","Thompson",,,"Lake",,"34849","082M05","11","298713","5688948",,"16.9","497.2","641"
"129-190100-05100-74600",,"LAKE 1248","01057LNTH","Thompson",,,"Lake",,"537007",,"10","704181","5680852",,".6","2.3","1048"
"129-190100-05100-82300",,"LAKE 1249","01062LNTH","Thompson",,,"Lake",,"537008",,"10","704952","5680497",,"1","4.8","1139"
"129-190100-05100-87900",,"LAKE 1250","01052LNTH","Thompson",,,"Lake",,"34857","092P01","10","706260","5681578",,"1.1","5.3","1080"
"129-190100-31800","EAST BARRIERE LAKE","LAKE #800","00965LNTH","Thompson",,,"Lake",,"34887","082M05","11","300478","5681931",,"25.9","999.7","632"
"129-190100-31800-00800","SOUTH BARRIERE LAKE","LAKE #919","01093LNTH","Thompson",,,"Lake",,"34891","082M04","11","304556","5675794",,"3.6","58.4","1014"
"129-190100-56700-62400",,"LAKE #74","00739LNTH","Thompson",,,"Lake",,"537028","082M05","11","304919","5698480",,".5","1.3","1818"
"129-190100-69200-59900",,"JEEP LAKE, LAKE #929","00675LNTH","Thompson",,,"Lake",,"35078","082M05","11","313906","5699575",,"1.1","6.6","1048"
"129-190100-87900",,"LAKE #1339","00435LNTH","Thompson",,,"Lake",,"35111","082M05","11","314066","5705933",,"1.8","11.2","1751"
"129-193600-93600","REXFORD LAKE","LAKE #","01191LNTH","Thompson",,,"Lake",,"35133","092P01","10","696888","5670910",,"1","3.8","871"
"129-200000","ALLAN LAKE","LAKE #745","01080LNTH","Thompson",,,"Lake",,"35136","092P01","10","686185","5678803",,"10.5","129.9","1246"
"129-200000",,"LAKE #1589","01098LNTH","Thompson",,,"Lake",,"35137","092P01","10","682679","5677101",,".7","2.5","1251"
"129-200000","HOOPATATKWA LAKE","HOOPY LAKE, LAKE #143","01133LNTH","Thompson",,,"Lake",,"35138","092P01","10","678157","5675331",,"9","80.8","1393"
"129-200000","TWIN LAKE","LAKE #377","01134LNTH","Thompson",,,"Lake",,"35139","092P01","10","675265","5674892",,"1.2","7.9","1458"
"129-200000-25600","GORMAN LAKE","LAKE #819","01081LNTH","Thompson",,,"Lake",,"35142","092P01","10","691704","5678152",,"2.5","17.2","1162"
